cpu stats deleted,12-12-2022_17-08-35
#################### CPU STATS 12/12/2022 17:08:28 ####################
CPU,Core 7,3.0%
CPU,Core 8,3.0%
CPU,Core 9,9.1%
CPU,Core 10,0.0%
CPU,Core 11,3.0%
#################### CPU STATS 12/12/2022 17:11:33 ####################
CPU,Core 0,9.1%
CPU,Core 1,9.1%
CPU,Core 2,3.1%
CPU,Core 3,3.1%
CPU,Core 4,3.1%
CPU,Core 5,3.1%
CPU,Core 6,3.1%
CPU,Core 7,6.2%
CPU,Core 8,3.1%
CPU,Core 9,3.1%
CPU,Core 10,3.1%
CPU,Core 11,3.1%
#################### CPU STATS 12/12/2022 17:11:34 ####################
CPU,Core 0,0.0%
CPU,Core 1,0.0%
CPU,Core 2,6.1%
CPU,Core 3,0.0%
CPU,Core 4,0.0%
CPU,Core 5,3.0%
CPU,Core 6,0.0%
CPU,Core 7,0.0%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:11:36 ####################
CPU,Core 0,6.1%
CPU,Core 1,6.1%
CPU,Core 2,3.0%
CPU,Core 3,3.0%
CPU,Core 4,3.0%
CPU,Core 5,3.0%
CPU,Core 6,9.1%
CPU,Core 7,6.1%
CPU,Core 8,3.0%
CPU,Core 9,3.0%
CPU,Core 10,3.0%
CPU,Core 11,3.0%
#################### CPU STATS 12/12/2022 17:11:37 ####################
CPU,Core 0,8.8%
CPU,Core 1,0.0%
CPU,Core 2,3.0%
CPU,Core 3,0.0%
CPU,Core 4,3.0%
CPU,Core 5,0.0%
CPU,Core 6,0.0%
CPU,Core 7,3.0%
CPU,Core 8,0.0%
CPU,Core 9,3.0%
CPU,Core 10,0.0%
CPU,Core 11,3.0%
#################### CPU STATS 12/12/2022 17:11:38 ####################
CPU,Core 0,8.8%
CPU,Core 1,0.0%
CPU,Core 2,11.8%
CPU,Core 3,0.0%
CPU,Core 4,3.0%
CPU,Core 5,0.0%
CPU,Core 6,0.0%
CPU,Core 7,6.1%
CPU,Core 8,3.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:11:39 ####################
CPU,Core 0,3.0%
CPU,Core 1,9.1%
CPU,Core 2,9.1%
CPU,Core 3,3.0%
CPU,Core 4,6.1%
CPU,Core 5,6.1%
CPU,Core 6,3.0%
CPU,Core 7,6.1%
CPU,Core 8,3.0%
CPU,Core 9,3.0%
CPU,Core 10,3.0%
CPU,Core 11,3.0%
#################### CPU STATS 12/12/2022 17:11:41 ####################
CPU,Core 0,11.4%
CPU,Core 1,3.0%
CPU,Core 2,0.0%
CPU,Core 3,0.0%
CPU,Core 4,0.0%
CPU,Core 5,0.0%
CPU,Core 6,3.0%
CPU,Core 7,3.0%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:11:42 ####################
CPU,Core 0,15.6%
CPU,Core 1,15.6%
CPU,Core 2,9.4%
CPU,Core 3,12.5%
CPU,Core 4,9.4%
CPU,Core 5,12.5%
CPU,Core 6,12.5%
CPU,Core 7,15.6%
CPU,Core 8,12.5%
CPU,Core 9,9.4%
CPU,Core 10,9.1%
CPU,Core 11,9.4%
#################### CPU STATS 12/12/2022 17:11:43 ####################
CPU,Core 0,17.1%
CPU,Core 1,12.1%
CPU,Core 2,15.2%
CPU,Core 3,12.5%
CPU,Core 4,6.1%
CPU,Core 5,21.2%
CPU,Core 6,12.1%
CPU,Core 7,12.1%
CPU,Core 8,6.1%
CPU,Core 9,6.1%
CPU,Core 10,6.1%
CPU,Core 11,12.1%
#################### CPU STATS 12/12/2022 17:11:44 ####################
CPU,Core 0,9.1%
CPU,Core 1,3.1%
CPU,Core 2,3.1%
CPU,Core 3,9.4%
CPU,Core 4,0.0%
CPU,Core 5,18.8%
CPU,Core 6,0.0%
CPU,Core 7,6.2%
CPU,Core 8,0.0%
CPU,Core 9,6.2%
CPU,Core 10,3.1%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:11:46 ####################
CPU,Core 0,21.2%
CPU,Core 1,21.9%
CPU,Core 2,37.5%
CPU,Core 3,15.2%
CPU,Core 4,12.1%
CPU,Core 5,15.6%
CPU,Core 6,9.4%
CPU,Core 7,25.0%
CPU,Core 8,6.1%
CPU,Core 9,9.1%
CPU,Core 10,6.2%
CPU,Core 11,15.6%
#################### CPU STATS 12/12/2022 17:11:47 ####################
CPU,Core 0,5.9%
CPU,Core 1,15.2%
CPU,Core 2,12.1%
CPU,Core 3,12.1%
CPU,Core 4,9.1%
CPU,Core 5,12.1%
CPU,Core 6,12.1%
CPU,Core 7,12.1%
CPU,Core 8,5.9%
CPU,Core 9,12.1%
CPU,Core 10,3.0%
CPU,Core 11,9.1%
#################### CPU STATS 12/12/2022 17:11:48 ####################
CPU,Core 0,0.0%
CPU,Core 1,0.0%
CPU,Core 2,9.1%
CPU,Core 3,3.0%
CPU,Core 4,3.0%
CPU,Core 5,0.0%
CPU,Core 6,0.0%
CPU,Core 7,6.1%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:11:49 ####################
CPU,Core 0,9.4%
CPU,Core 1,18.8%
CPU,Core 2,9.4%
CPU,Core 3,6.2%
CPU,Core 4,9.4%
CPU,Core 5,9.4%
CPU,Core 6,6.2%
CPU,Core 7,9.4%
CPU,Core 8,6.2%
CPU,Core 9,9.4%
CPU,Core 10,6.2%
CPU,Core 11,6.2%
#################### CPU STATS 12/12/2022 17:11:51 ####################
CPU,Core 0,5.9%
CPU,Core 1,21.2%
CPU,Core 2,18.2%
CPU,Core 3,3.0%
CPU,Core 4,9.1%
CPU,Core 5,18.2%
CPU,Core 6,6.1%
CPU,Core 7,12.1%
CPU,Core 8,0.0%
CPU,Core 9,15.2%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:11:52 ####################
CPU,Core 0,15.2%
CPU,Core 1,18.8%
CPU,Core 2,15.6%
CPU,Core 3,12.1%
CPU,Core 4,0.0%
CPU,Core 5,21.9%
CPU,Core 6,6.2%
CPU,Core 7,21.2%
CPU,Core 8,0.0%
CPU,Core 9,29.4%
CPU,Core 10,12.1%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:11:53 ####################
CPU,Core 0,17.6%
CPU,Core 1,12.1%
CPU,Core 2,24.2%
CPU,Core 3,12.1%
CPU,Core 4,15.2%
CPU,Core 5,24.2%
CPU,Core 6,3.0%
CPU,Core 7,21.2%
CPU,Core 8,0.0%
CPU,Core 9,9.1%
CPU,Core 10,0.0%
CPU,Core 11,9.1%
#################### CPU STATS 12/12/2022 17:11:54 ####################
CPU,Core 0,16.7%
CPU,Core 1,6.1%
CPU,Core 2,6.1%
CPU,Core 3,3.0%
CPU,Core 4,0.0%
CPU,Core 5,6.1%
CPU,Core 6,3.0%
CPU,Core 7,6.1%
CPU,Core 8,0.0%
CPU,Core 9,15.2%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:11:56 ####################
CPU,Core 0,12.1%
CPU,Core 1,12.5%
CPU,Core 2,15.6%
CPU,Core 3,3.1%
CPU,Core 4,0.0%
CPU,Core 5,27.3%
CPU,Core 6,3.1%
CPU,Core 7,9.4%
CPU,Core 8,0.0%
CPU,Core 9,15.6%
CPU,Core 10,3.1%
CPU,Core 11,12.5%
#################### CPU STATS 12/12/2022 17:11:57 ####################
CPU,Core 0,11.8%
CPU,Core 1,9.1%
CPU,Core 2,12.1%
CPU,Core 3,6.1%
CPU,Core 4,6.1%
CPU,Core 5,6.1%
CPU,Core 6,3.0%
CPU,Core 7,9.1%
CPU,Core 8,3.0%
CPU,Core 9,3.0%
CPU,Core 10,3.0%
CPU,Core 11,6.1%
#################### CPU STATS 12/12/2022 17:11:58 ####################
CPU,Core 0,17.6%
CPU,Core 1,6.2%
CPU,Core 2,12.5%
CPU,Core 3,3.1%
CPU,Core 4,3.1%
CPU,Core 5,12.5%
CPU,Core 6,6.2%
CPU,Core 7,6.2%
CPU,Core 8,3.1%
CPU,Core 9,6.2%
CPU,Core 10,6.2%
CPU,Core 11,3.1%
#################### CPU STATS 12/12/2022 17:11:59 ####################
CPU,Core 0,11.4%
CPU,Core 1,6.1%
CPU,Core 2,9.1%
CPU,Core 3,3.0%
CPU,Core 4,3.0%
CPU,Core 5,9.1%
CPU,Core 6,9.1%
CPU,Core 7,3.0%
CPU,Core 8,3.0%
CPU,Core 9,3.0%
CPU,Core 10,3.0%
CPU,Core 11,3.0%
#################### CPU STATS 12/12/2022 17:12:01 ####################
CPU,Core 0,18.2%
CPU,Core 1,9.4%
CPU,Core 2,34.4%
CPU,Core 3,18.8%
CPU,Core 4,9.4%
CPU,Core 5,12.5%
CPU,Core 6,18.8%
CPU,Core 7,15.2%
CPU,Core 8,6.2%
CPU,Core 9,3.1%
CPU,Core 10,6.1%
CPU,Core 11,3.1%
#################### CPU STATS 12/12/2022 17:12:02 ####################
CPU,Core 0,16.7%
CPU,Core 1,3.0%
CPU,Core 2,3.0%
CPU,Core 3,6.1%
CPU,Core 4,3.0%
CPU,Core 5,9.1%
CPU,Core 6,6.1%
CPU,Core 7,3.0%
CPU,Core 8,0.0%
CPU,Core 9,3.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:03 ####################
CPU,Core 0,25.7%
CPU,Core 1,18.8%
CPU,Core 2,18.8%
CPU,Core 3,21.9%
CPU,Core 4,12.5%
CPU,Core 5,18.2%
CPU,Core 6,12.5%
CPU,Core 7,18.8%
CPU,Core 8,6.2%
CPU,Core 9,6.1%
CPU,Core 10,6.2%
CPU,Core 11,12.5%
#################### CPU STATS 12/12/2022 17:12:04 ####################
CPU,Core 0,8.8%
CPU,Core 1,6.1%
CPU,Core 2,24.2%
CPU,Core 3,12.1%
CPU,Core 4,12.1%
CPU,Core 5,33.3%
CPU,Core 6,12.1%
CPU,Core 7,12.1%
CPU,Core 8,6.1%
CPU,Core 9,6.1%
CPU,Core 10,6.1%
CPU,Core 11,6.1%
#################### CPU STATS 12/12/2022 17:12:06 ####################
CPU,Core 0,28.1%
CPU,Core 1,12.5%
CPU,Core 2,37.5%
CPU,Core 3,25.0%
CPU,Core 4,34.4%
CPU,Core 5,40.6%
CPU,Core 6,50.0%
CPU,Core 7,46.9%
CPU,Core 8,18.8%
CPU,Core 9,9.4%
CPU,Core 10,28.1%
CPU,Core 11,28.1%
#################### CPU STATS 12/12/2022 17:12:07 ####################
CPU,Core 0,0.0%
CPU,Core 1,3.0%
CPU,Core 2,3.0%
CPU,Core 3,0.0%
CPU,Core 4,3.0%
CPU,Core 5,0.0%
CPU,Core 6,3.0%
CPU,Core 7,0.0%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:08 ####################
CPU,Core 0,3.0%
CPU,Core 1,3.0%
CPU,Core 2,3.0%
CPU,Core 3,3.0%
CPU,Core 4,0.0%
CPU,Core 5,9.1%
CPU,Core 6,3.0%
CPU,Core 7,6.1%
CPU,Core 8,0.0%
CPU,Core 9,6.1%
CPU,Core 10,3.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:09 ####################
CPU,Core 0,11.4%
CPU,Core 1,3.0%
CPU,Core 2,3.0%
CPU,Core 3,6.1%
CPU,Core 4,0.0%
CPU,Core 5,0.0%
CPU,Core 6,0.0%
CPU,Core 7,3.0%
CPU,Core 8,0.0%
CPU,Core 9,6.1%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:11 ####################
CPU,Core 0,11.8%
CPU,Core 1,9.1%
CPU,Core 2,3.0%
CPU,Core 3,3.0%
CPU,Core 4,6.1%
CPU,Core 5,0.0%
CPU,Core 6,3.0%
CPU,Core 7,6.1%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:12 ####################
CPU,Core 0,8.8%
CPU,Core 1,3.0%
CPU,Core 2,0.0%
CPU,Core 3,0.0%
CPU,Core 4,0.0%
CPU,Core 5,0.0%
CPU,Core 6,3.0%
CPU,Core 7,9.1%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:13 ####################
CPU,Core 0,0.0%
CPU,Core 1,3.1%
CPU,Core 2,9.4%
CPU,Core 3,3.1%
CPU,Core 4,0.0%
CPU,Core 5,9.4%
CPU,Core 6,0.0%
CPU,Core 7,0.0%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:15 ####################
CPU,Core 0,11.4%
CPU,Core 1,6.1%
CPU,Core 2,24.2%
CPU,Core 3,0.0%
CPU,Core 4,0.0%
CPU,Core 5,3.0%
CPU,Core 6,3.0%
CPU,Core 7,6.1%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:16 ####################
CPU,Core 0,5.9%
CPU,Core 1,6.1%
CPU,Core 2,6.1%
CPU,Core 3,6.1%
CPU,Core 4,3.0%
CPU,Core 5,0.0%
CPU,Core 6,0.0%
CPU,Core 7,3.0%
CPU,Core 8,3.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:17 ####################
CPU,Core 0,0.0%
CPU,Core 1,9.1%
CPU,Core 2,9.4%
CPU,Core 3,3.1%
CPU,Core 4,3.1%
CPU,Core 5,3.1%
CPU,Core 6,9.4%
CPU,Core 7,3.1%
CPU,Core 8,3.2%
CPU,Core 9,0.0%
CPU,Core 10,3.1%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:18 ####################
CPU,Core 0,14.7%
CPU,Core 1,9.7%
CPU,Core 2,12.9%
CPU,Core 3,6.5%
CPU,Core 4,9.7%
CPU,Core 5,0.0%
CPU,Core 6,9.4%
CPU,Core 7,3.1%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:20 ####################
CPU,Core 0,3.1%
CPU,Core 1,0.0%
CPU,Core 2,9.1%
CPU,Core 3,0.0%
CPU,Core 4,6.1%
CPU,Core 5,0.0%
CPU,Core 6,6.1%
CPU,Core 7,0.0%
CPU,Core 8,6.1%
CPU,Core 9,0.0%
CPU,Core 10,3.1%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:21 ####################
CPU,Core 0,14.7%
CPU,Core 1,3.1%
CPU,Core 2,3.1%
CPU,Core 3,3.1%
CPU,Core 4,0.0%
CPU,Core 5,0.0%
CPU,Core 6,12.5%
CPU,Core 7,0.0%
CPU,Core 8,3.1%
CPU,Core 9,3.1%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:22 ####################
CPU,Core 0,5.9%
CPU,Core 1,0.0%
CPU,Core 2,0.0%
CPU,Core 3,0.0%
CPU,Core 4,3.0%
CPU,Core 5,0.0%
CPU,Core 6,3.0%
CPU,Core 7,0.0%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:23 ####################
CPU,Core 0,0.0%
CPU,Core 1,0.0%
CPU,Core 2,0.0%
CPU,Core 3,0.0%
CPU,Core 4,0.0%
CPU,Core 5,6.1%
CPU,Core 6,3.0%
CPU,Core 7,3.0%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:25 ####################
CPU,Core 0,3.0%
CPU,Core 1,3.0%
CPU,Core 2,9.1%
CPU,Core 3,0.0%
CPU,Core 4,0.0%
CPU,Core 5,3.0%
CPU,Core 6,3.0%
CPU,Core 7,0.0%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:26 ####################
CPU,Core 0,0.0%
CPU,Core 1,6.1%
CPU,Core 2,0.0%
CPU,Core 3,0.0%
CPU,Core 4,6.1%
CPU,Core 5,0.0%
CPU,Core 6,0.0%
CPU,Core 7,0.0%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:27 ####################
CPU,Core 0,22.2%
CPU,Core 1,3.1%
CPU,Core 2,6.2%
CPU,Core 3,3.1%
CPU,Core 4,3.1%
CPU,Core 5,3.0%
CPU,Core 6,3.1%
CPU,Core 7,3.1%
CPU,Core 8,0.0%
CPU,Core 9,6.2%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:28 ####################
CPU,Core 0,0.0%
CPU,Core 1,6.1%
CPU,Core 2,0.0%
CPU,Core 3,3.0%
CPU,Core 4,6.1%
CPU,Core 5,3.0%
CPU,Core 6,3.0%
CPU,Core 7,0.0%
CPU,Core 8,0.0%
CPU,Core 9,2.9%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:30 ####################
CPU,Core 0,8.8%
CPU,Core 1,0.0%
CPU,Core 2,9.1%
CPU,Core 3,3.0%
CPU,Core 4,3.0%
CPU,Core 5,6.1%
CPU,Core 6,3.0%
CPU,Core 7,0.0%
CPU,Core 8,3.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:31 ####################
CPU,Core 0,5.9%
CPU,Core 1,0.0%
CPU,Core 2,0.0%
CPU,Core 3,3.0%
CPU,Core 4,3.0%
CPU,Core 5,0.0%
CPU,Core 6,0.0%
CPU,Core 7,3.0%
CPU,Core 8,0.0%
CPU,Core 9,3.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:32 ####################
CPU,Core 0,11.8%
CPU,Core 1,12.1%
CPU,Core 2,6.1%
CPU,Core 3,15.2%
CPU,Core 4,3.0%
CPU,Core 5,3.0%
CPU,Core 6,3.0%
CPU,Core 7,6.1%
CPU,Core 8,0.0%
CPU,Core 9,37.5%
CPU,Core 10,3.1%
CPU,Core 11,3.0%
#################### CPU STATS 12/12/2022 17:12:33 ####################
CPU,Core 0,6.1%
CPU,Core 1,0.0%
CPU,Core 2,6.2%
CPU,Core 3,9.4%
CPU,Core 4,3.1%
CPU,Core 5,3.1%
CPU,Core 6,0.0%
CPU,Core 7,3.1%
CPU,Core 8,0.0%
CPU,Core 9,3.1%
CPU,Core 10,3.1%
CPU,Core 11,3.1%
#################### CPU STATS 12/12/2022 17:12:35 ####################
CPU,Core 0,6.2%
CPU,Core 1,9.4%
CPU,Core 2,9.4%
CPU,Core 3,6.2%
CPU,Core 4,6.2%
CPU,Core 5,3.1%
CPU,Core 6,0.0%
CPU,Core 7,6.2%
CPU,Core 8,0.0%
CPU,Core 9,3.1%
CPU,Core 10,31.2%
CPU,Core 11,3.1%
#################### CPU STATS 12/12/2022 17:12:36 ####################
CPU,Core 0,11.8%
CPU,Core 1,0.0%
CPU,Core 2,0.0%
CPU,Core 3,0.0%
CPU,Core 4,3.0%
CPU,Core 5,0.0%
CPU,Core 6,0.0%
CPU,Core 7,0.0%
CPU,Core 8,0.0%
CPU,Core 9,34.4%
CPU,Core 10,0.0%
CPU,Core 11,3.0%
#################### CPU STATS 12/12/2022 17:12:37 ####################
CPU,Core 0,6.1%
CPU,Core 1,0.0%
CPU,Core 2,0.0%
CPU,Core 3,3.0%
CPU,Core 4,0.0%
CPU,Core 5,3.0%
CPU,Core 6,0.0%
CPU,Core 7,0.0%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,15.2%
#################### CPU STATS 12/12/2022 17:12:38 ####################
CPU,Core 0,11.8%
CPU,Core 1,3.1%
CPU,Core 2,6.2%
CPU,Core 3,0.0%
CPU,Core 4,3.1%
CPU,Core 5,0.0%
CPU,Core 6,0.0%
CPU,Core 7,0.0%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:40 ####################
CPU,Core 0,0.0%
CPU,Core 1,3.0%
CPU,Core 2,9.1%
CPU,Core 3,0.0%
CPU,Core 4,0.0%
CPU,Core 5,0.0%
CPU,Core 6,0.0%
CPU,Core 7,3.0%
CPU,Core 8,0.0%
CPU,Core 9,3.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:41 ####################
CPU,Core 0,0.0%
CPU,Core 1,0.0%
CPU,Core 2,0.0%
CPU,Core 3,0.0%
CPU,Core 4,3.0%
CPU,Core 5,0.0%
CPU,Core 6,0.0%
CPU,Core 7,0.0%
CPU,Core 8,0.0%
CPU,Core 9,0.0%
CPU,Core 10,0.0%
CPU,Core 11,0.0%
#################### CPU STATS 12/12/2022 17:12:42 ####################
CPU,Core 0,6.1%
CPU,Core 1,11.8%
CPU,Core 2,3.0%
CPU,Core 3,0.0%
CPU,Core 4,9.1%
CPU,Core 5,0.0%
CPU,Core 6,0.0%
CPU,Core 7,6.1%
CPU,Core 8,6.1%
CPU,Core 9,3.0%
CPU,Core 10,9.1%
CPU,Core 11,3.0%
